name,gender,langage,frequency,translated_name
gábriel,m,hungarian,0,جبريل
gabriel,m,"english, french, german, spanish, portuguese, romanian, biblical",25.2,جبريل
gabriela,f,"portuguese, romanian",0,غابرييلا
gabriele (1),m,italian,0,غابرييل (1)
gabriele (2),f,german,0,غابرييل (2)
gabriella,f,"italian, hungarian",1.24,غابرييلا
gabrielle,f,"french, english",17.87,غابرييل
gad,m,biblical,0,جاد
gadar,f,armenian,0,جدار
gae,f,english,0,GAE
gaea,f,greek mythology (latinized),0,غايا
gaenor,f,english,0,جينور
gaétan,m,french,0.03,غايتان
gaetana,f,italian,0,غايتانا
gaetane,f,french,0,غيتان
gaetano,m,italian,0.7,غيتانو
gafar,m,arabic,0,جافار
gage,m,english,4.3,غيج
gaia,f,greek mythology,0,غايا
gail,"f,m",english,1.27,جيل
gaila,f,english,0,جايلا
gaius,m,ancient roman,0.1,جايوس
gaja,f,esperanto,0,جاجا
gal,f,jewish,0.22,فتاه
gala,f,russian,2.39,غلا
galadriel,f,literature,0,جالادريل
galahad,m,welsh mythology,0.06,جالاد
galal,m,arabic,0,غالال
gale,"m,f",english,0.51,عاصفة
galen,m,english,0.03,جالين
galia,f,jewish,0,غاليا
galila,f,arabic,0,غاليلا
galina,f,russian,0,غالينا
gall,m,english,0.92,المرارة
gallagher,m,"irish, english",0,غالاغر
gallus,m,ancient roman,0.13,جالوس
galya,f,russian,0,غاليا
gamal,"m,f",arabic,0.03,جامال
gamaliel,m,biblical,0.1,Gamaliel
gamil,m,arabic,0,Gamil
gamila,f,arabic,0,Gamila
ganesh,m,"indian, hindu mythology",0,غانيش
ganesha,m,indian,0.03,غانيشا
garbhán,m,irish,0,Garbhán
gardenia,f,english,0,غاردينيا
gareth,m,"welsh, english",0,غاريث
garey,m,english,0,جاري
garfield,m,english,0,غارفيلد
garland,m,english,0,إكليل
garnet,"m,f",english,0,العقيق
garnette,f,english,0,غارنيت
garret,m,english,0.29,غاريت
garrett,m,english,0.22,غاريت
garrick,m,english,0.03,غاريك
garry,m,"english, scottish",0,غاري
garsha,m,russian,0,غارشا
garth,m,english,0,غارث
garvan,m,irish,0,جارفان
gary,m,english,1.24,غاري
gáspár,m,hungarian,0,جاسبر
gaspar,m,"spanish, portuguese",0.06,Gaspar
gaspard,m,french,2.23,جاسبارد
gaspare,m,italian,0,جاسباري
gasparo,m,italian,0,Gasparo
gasper,m,slovene,0,الغاز
gaston,m,french,9.37,غاستون
gathbiyya,f,arabic,0,Gathbiyya
gauhar,f,arabic,0,غوهار
gauri,f,"indian, hindu mythology",0,غوري
gautam,m,indian,0,غوتام
gautama,m,indian,0.22,غوتاما
gautier,m,french,2.71,جوييه
gavin,m,"english, scottish, welsh",1.12,جافين
gavino,m,italian,0,جافينو
gavrel,m,jewish,0,جافريل
gavriil,m,russian,0,جافريل
gavril,m,jewish,0,جافريل
gawahir,f,arabic,0,غواهر
gawain,m,"welsh, welsh mythology, english",0,جوين
gawdat,m,arabic,0,غودات
gawel,m,polish,0,جويل
gay,f,english,2.29,مثلي الجنس
gaye,f,english,0,جاي
gayelord,m,english,0,جايلورد
gayla,f,english,0,جايلا
gayle,"f,m",english (modern),0,جايل
gaylord,m,english,0.06,جايلورد
gaynor,f,english,0.03,جينور
gazbiyya,f,arabic,0,غازبيا
gazsi,m,hungarian,0,غازسي
gbemisola,f,african,0,gbemisola
gearalt,m,irish,0,Gearalt
gearóid,m,irish,0,Gearóid
gebbert,m,german,0,جبرت
gebhard,m,german,0,جيبهارد
geena,f,english,0,جينا
geert,m,"german, dutch",0,جيرت
geffrey,m,english (modern),0,جيفري
gellért,m,hungarian,0,جيلرت
geltrude,f,italian,0,جيلترود
gemariah,m,biblical,0,الجيماريا
gemini,m,roman mythology,0,تَوأَم
gemma,f,"italian, english",0.1,جيما
gena,f,english,0,جينا
gene,m,english,0.16,الجين
genesis,f,english,0.03,منشأ
genette,f,english (modern),0,جينيت
geneva,f,english,0,جنيف
geneviève,f,french,15.23,جنيف
genevra,f,,0,جنيف
genghis,m,history,0,جنكيز
genie,f,english,0,جني
genista,f,english,0,عفريت
gennadi,m,russian,0,جينادي
gennadius,m,ancient greek (latinized),0,جيناديوس
gennadiy,m,russian,0,جينادي
gennady,m,russian,0,جينادي
gennaro,m,italian,0.1,جينارو
genoveffa,f,italian,0,Genoveffa
genoveva,f,spanish,0.06,Genoveva
geoff,m,english,0,جيف
geoffrey,m,english,2.9,جيفري
geoffroi,m,french,0.06,جيفرو
geordie,m,english,0,جوردي
georg,m,"german, scandinavian",0.73,جورج
george,m,english,12.36,جورج
georgene,f,english,0,جورجين
georges,m,french,35.9,جورج
georgeta,f,romanian,0,جورجيتا
georgette,f,french,1.75,جورجيت
georgi,m,"russian, bulgarian",0,جورجي
georgia,f,english,1.12,جورجيا
georgiana,f,english,0,جورجيانا
georgie,"m,f",english,0.03,جورجي
georgina,f,"english, dutch, german",0.13,جورجينا
georgine,f,french,0,جورجين
georgios,m,"greek, ancient greek",0,جورجيوس
georgiy,m,russian,0,جورجي
georgo,m,esperanto,0,جورجو
geraint,m,"welsh, welsh mythology",0,جيرينت
gérald,m,french,0.13,جيالد
gerald,m,english,0.22,جيرالد
geraldine,f,english,0,جيرالدين
geraldo,m,spanish,0,جيرالدو
gerallt,m,welsh,0,جرولت
gérard,m,french,7.74,جيرارد
gerard,m,"english, dutch",0.03,جيرارد
gerardo,m,"italian, spanish",0,جيراردو
gerasim,m,russian,0,جيراسيم
gerasimos,m,greek,0,جيراسيموس
géraud,m,french,0.16,جيراود
gerben,m,dutch,0,جربن
gerd,f,norse mythology,0,ارتجاع المريء
gerda,f,"scandinavian, german, dutch",0.1,جيردا
gereon,m,german,0,جيريون
gerfried,m,german,0,الحدير
gergely,m,hungarian,0,جيرجلي
gergõ,m,hungarian,0,جيرج
gerhard,m,"german, swedish",0.22,جيرهارد
gerhardt,m,german,0.83,جيرهاردت
gerhold,m,german,0,gerhold
gerlach,m,"german, dutch",0.96,جيرلاش
gerlinde,f,german,0,جيرليندي
germain,m,french,16.31,جيرمان
germaine,f,french,5.32,جيرمين
german,m,,0.13,ألمانية
germano,m,italian,1.43,ألمانيا
gernot,m,german,0,جيرنوت
gerolamo,m,italian,0,جيرولامو
gerolt,m,dutch,0,جيرولت
geronimo,m,italian,0.03,جيرونيمو
gerontius,m,late roman,0,جيرونتيوس
gerrard,m,english,0,جيرارد
gerrit,m,"dutch, frisian",0.19,جيريت
gerry,"m,f",english,0.06,جيري
gershom,m,biblical,0,غيرشوم
gershon,m,biblical,0,غيرشون
gert,m,german,0,جيرت
gertie,f,english,0,جيرتي
gertraud,f,german,0,الوعي
gertrúd,f,hungarian,0,Gertrúd
gertrud,f,german,0.06,ايرترود
gertrude,f,"english, german, dutch",1.12,جيرترود
gertrudes,f,portuguese,0,الوعر
gertrudis,f,spanish,0,ايرتروديس
gertruida,f,dutch,0,Gertruida
gervais,m,french,1.98,جيرفيس
gervaise (1),m,english,0,جيرفايس (1)
gervaise (2),f,french,0,جيرفايس (2)
gervas,m,german,0,جيرفاس
gervase,m,english,0,Gervase
gervasio,m,"italian, spanish, portuguese",0,جيرفاسيو
gervasius,m,,0,جيرفاسيوس
gerwulf,m,,0,Gerwulf
gethin,m,welsh,0,جيثين
gethsemane,f,biblical,0,جثسيماني
géza,m,hungarian,0,جيزا
ghada,f,arabic,0,غادا
ghadir,f,arabic,0,غادر
ghalib,m,arabic,0,غالب
ghaliya,f,arabic,0,الغالية
ghassan,m,arabic,0,غسان
ghayth,m,arabic,0,غايث
gheorghe,m,romanian,0,غورغي
ghislain,m,french,0.13,غيسلان
ghislaine,f,french,0.19,غيلين
ghufran,f,arabic,0,غفران
gia,f,english,0,جيا
giachetta,f,italian,0,جيشيتا
giacinta,f,italian,0,giacinta
giacinto,m,italian,0,جياكينتو
giacobbe,m,italian,0,giacobbe
giacomo,m,italian,0.64,جياكومو
giada,f,italian,0,جيادا
giambattista,m,italian,0,Giambattista
giampaolo,m,italian,0,Giampaolo
giampiero,m,italian,0,جيامبييرو
giancarlo,m,italian,0.57,جيانكارلو
gianfranco,m,italian,0,جيانفرانكو
gianluca,m,italian,0,جيانلوكا
gianluigi,m,italian,0,جيانلويجي
gianmarco,m,italian,0,جيانماركو
gianmaria,m,italian,0,جيانمارا
gianna,f,italian,0,جيانا
gianni,m,italian,0.06,جياني
giannino,m,italian,0.03,جيانينو
gianpaolo,m,italian,0,جيانبولو
gianpiero,m,italian,0,جيانبييرو
gib,m,english,0,جيب
gideon,m,"biblical, english, jewish",0,جدعون
giedre,f,lithuanian,0,جيدري
giedrius,m,lithuanian,0,جيدروس
giffard,m,english,0.22,جيفارد
gigi,f,french,0.1,جيجي
gijs,m,dutch,0,جيج
gijsbert,m,dutch,0,جيجسبرت
gil (1),m,"spanish, portuguese",0,جيل (1)
gil (2),m,english,0,جيل (2)
gil (3),m,jewish,0,جيل (3)
gilad,m,"jewish, biblical",0,جليد
gilah,f,jewish,0,جيلا
gilbert,m,"english, french, dutch",24.28,جيلبرت
gilberta,f,"english, dutch, german",0,جيلبرتا
gilberte,f,french,5.48,جيلبرت
gilbertine,f,,0,جيلبرتين
gilberto,m,"italian, spanish",0.32,جيلبرتو
gilchrist,m,scottish,0.13,جيلكريست
gilda,f,italian,0.1,جيلدا
giles,m,english,0.1,جيلز
gill,m,,0.29,جيل
gilles,m,french,8.76,جيل
gillespie,m,scottish,0,جيليسبي
gillian,f,english,0,جيليان
gillis,m,dutch,0,جيليس
gilroy,m,"irish, scottish",0,جيلروي
gina (1),f,"italian, english",0,جينا (1)
gina (2),f,japanese,0,جينا (2)
ginette,f,english,2.45,جينيت
ginevra,f,italian,0.06,جينيفرا
ginger,f,english,0.1,زنجبيل
ginnie,f,english,0,جيني
ginny,f,english,0,جيني
gino,m,italian,0.06,جينو
gintaras,m,lithuanian,0,Gintaras
gintare,f,lithuanian,0,جينتاري
gioacchino,m,italian,0.03,Gioacchino
gioachino,m,italian,0,جيوشينو
gioconda,f,italian,0.03,جيوكوندا
giordano,m,italian,0.25,جيوردانو
giorgia,f,italian,0,جورجيا
giorgina,f,italian,0,جيورغينا
giorgino,m,italian,0,جيورجينو
giorgio,m,italian,1.18,جورجيو
giosetta,f,italian,0,جوزيتا
giosuè,m,italian,0,giosuè
giovanna,f,italian,0.16,جيوفانا
giovannetta,f,italian,0,جيوفانيتا
giovanni,m,italian,3.25,جيوفاني
giraldo,m,italian,0,جيرالدو
girish,m,indian,0,جيريش
girolamo,m,italian,0.1,جيرولامو
gisa,f,german,0,GISA
gisbert,m,german,0,جيسبرت
gisela,f,"german, dutch, spanish",0,جيزيلا
gisèle,f,french,3.09,gisèle
gisella,f,italian,0,Gisella
giselle,f,"french, english",4.43,جيزيل
gisselle,f,"french, english",0,جيسيل
gita,f,indian,0.06,جيتا
githa,f,english,0,جيثا
gitta,f,german,0,جيتا
gittan,f,swedish,0,جيتيان
gittel,f,jewish,0,جيتل
giuditta,f,italian,0,جيوديتا
giulia,f,italian,0.03,جوليا
giuliana,f,italian,0,جوليانا
giuliano,m,italian,0.06,جوليانو
giulietta,f,italian,0.1,جوليتا
giulio,m,italian,1.47,جوليو
giuseppe,m,italian,1.31,جوزيبي
giuseppina,f,italian,0.13,جيوسيبينا
giustina,f,italian,0,جوستينا
giustino,m,italian,0,جيوستينو
gizella,f,hungarian,0,جيزيلا
gizi,f,hungarian,0,جيزي
gjergj,m,albanian,0,gjergj
gjon,m,albanian,0,ججون
gjord,m,swedish,0,جورد
gjurd,m,norwegian,0,Gjurd
gladwin,m,english,0,جلادوين
gladwyn,m,english,0,جلادوين
gladys,f,"welsh, english",3.63,غلاديس
glanville,m,english,0,جلانفيل
glaucio,m,portuguese,0,جلوسيو
glaw,"m,f",welsh,0,جلو
gleb,m,russian,0.38,جليب
glen,m,"scottish, english",0.03,غلين
glenda,f,welsh,0,غليندا
glendower,m,welsh,0,Glendower
glenice,f,,0,جلينيس
glenn,m,"scottish, english",0.35,جلين
glenna,f,"scottish, english",0,غلينا
glenys,f,welsh,0,غلينز
gloria,f,"english, italian, spanish, portuguese",5.07,غلوريا
glorinda,f,esperanto,0,مجد
glory,f,english,0.06,مجد
glukel,f,jewish,0,جلوكيل
glykeria,f,greek,0,جليكيا
glyn,m,welsh,0,جلين
glyndwr,m,welsh,0,Glyndwr
glynis,f,welsh,0,جلينيس
glynn,m,welsh,0,جلين
gnaeus,m,ancient roman,0,gnaeus
gobán,m,irish,0,غيبان
gobind,m,indian,0,gobind
gobinet,f,irish,0,جوبينيت
gobnait,f,irish,0,gobnait
gobnata,f,,0,gobnata
gobnet,f,irish,0,gobnet
goddard,m,english,0.03,جودارد
godelieve,m,"french, dutch",0,Godelieve
godfrey,m,english,0.03,جودفري
godfried,m,dutch,0,غودفريد
godiva,f,english,0.06,جوديفا
godofredo,m,"spanish, portuguese",0,غودوفيدو
godric,m,english,0,غودريك
godwin,m,english,0.19,جودوين
goffredo,m,italian,0.03,جوفريدو
gofraidh,m,irish,0,gofraidh
goibniu,m,irish mythology,0,Goibniu
göker,m,turkish,0,جوكر
golda,f,jewish,0.06,جولدا
goldie,f,"jewish, english",0.06,جولدي
goliath,m,biblical,0.64,جالوت
gomer,m,"biblical, english",0,جومر
gonca,f,turkish,0,جونكا
gonçalo,m,portuguese,0,جونسالو
gonzalo,m,spanish,0.06,جونزالو
goodwin,m,english,0.13,جودوين
gopal,m,indian,0,جوبال
goraidh,m,scottish,0,غورايد
göran,m,swedish,0,جوران
goran,m,"croatian, serbian",0.03,غوران
gord,m,english,0,غورد
gordana,f,"serbian, croatian",0,غوردانا
gorden,m,english,0,غوردن
gordon,m,"scottish, english",2.99,جوردون
gore,m,english,0.06,جور
goretti,f,,0.03,غوريتي
gorka,m,basque,0,غوركا
gormlaith,f,"irish, scottish",0,Gormlaith
goro,m,japanese,0.1,جورو
goronwy,m,"welsh, welsh mythology",0,غورونوي
gosse,m,english,17.11,جوس
gösta,m,swedish,0,جوستا
gotam,m,indian,0,جوتام
gottfrid,m,swedish,0,gottfrid
gottfried,m,german,0.16,غوتفريد
gotthard,m,german,0,جولتارد
gotthilf,m,german,0,gotthilf
gotthold,m,german,0,غوتولد
gottlieb,m,german,0.13,gottlieb
gottschalk,m,german,0.1,Gottschalk
govad,m,?,0,حوكمة
govannon,m,welsh mythology,0,Govannon
govind,m,indian,0,Govind
gowri,f,indian,0,غوري
goyathlay,m,native american,0,Goyathlay
graça,f,portuguese,0.03,غراشيا
grace,f,english,0.51,جمال
gracia,f,spanish,0.1,جراسيا
graciano,m,"spanish, portuguese",0,جراسيانو
gracie,f,english,0.16,جرايسي
graciela,f,spanish,0,جراسيلا
gracilia,f,,0,جراسيليا
gracja,f,polish,0,جراكجا
grady,m,"irish, english",0,جرادي
graeme,m,"scottish, english",0,غرايم
graham,m,"scottish, english",1.08,جراهام
grahame,m,"scottish, english",0,غراهام
gráinne,f,"irish, irish mythology",0,جرين
grania,f,irish,0,جرانيا
grant,m,"english, scottish",0.89,منحة
granville,m,english,0.57,جرانفيل
granya,f,irish,0,جرانيا
gratia,f,german,0.1,Gratia
gratian,m,history,0,Gratian
gratien,m,french,0.54,غرامة
grazia,f,italian,0.03,غراتيا
graziana,f,italian,0,Graziana
graziano,m,italian,0,Graziano
graziella,f,italian,0.13,Graziella
grazyna,f,polish,0,grazyna
gréagóir,m,irish,0,غرياجور
greer,"f,m","scottish, english",0.19,جرير
greet,f,dutch,0,تحية
greetje,f,dutch,0,تحية
greg,m,english,0,جريج
greger,m,swedish,0,الخضر
gregers,m,"danish, norwegian",0,غريجرز
gregg,m,english,0,جريج
grégoire,m,french,3.89,غريغواير
gregor,m,"german, scottish",0.19,جريجور
gregorio,m,"italian, spanish",0.03,جريجوريو
gregorios,m,"greek, ancient greek",0,جريجوريوس
gregory,m,english,0.86,غريغوري
greig,m,english,0,جريج
grenville,m,english,0.67,غرينفيل
gresham,m,english,0.1,جريشام
greta,f,"swedish, german, english",0.76,غريتا
gretchen,f,german,0.38,جريتشن
grete,f,"german, danish",0,جريت
gretel,f,german,0.06,جريتيل
grethe,f,"danish, norwegian",0,غريث
gretta,f,english,0,غريتا
grgur,m,croatian,0,جرجور
grid,f,norse mythology,0,شبكة
grier,m,english,0,جرير
griffin,m,"welsh, english",0.06,غريفين
griffith,m,welsh,0.54,غريفيث
grigor,m,welsh,0,جريجور
grigore,m,romanian,0,جريجور
grigori,m,russian,0.03,جريجوري
grigory,m,russian,0,جريجوري
griogair,m,scottish,0,griogair
griselda,f,english,0.03,جريسيلدا
grisha,m,russian,0,جريشا
grizel,f,scottish,0,غريزيل
gro,f,norwegian,0,جرو
gronw,m,welsh,0,جرونو
grosvenor,m,english,0,جروسفينور
grover,m,english,0,جروفر
gruffud,m,welsh,0,جروفود
gruffudd,m,welsh,0,جروفود
gruffydd,m,welsh,0,Groffydd
grusha,f,russian,0,جروشا
grwn,m,welsh,0,GRWN
gry,f,norwegian,0,جري
grzegorz,m,polish,0,غرزيغورز
guadalupe,"f,m",spanish,0.32,غوادالوبي
gualter,m,portuguese,0,جالتر
gualtiero,m,italian,0,Gualtiero
guda,m,arabic,0,جودا
gudrun,f,"norse mythology, scandinavian, german",0,غودرون
guendolen,f,,0,Guendolen
guenevere,f,,0,Guenevere
guerino,m,italian,0,غورينو
guglielmo,m,italian,0.19,غوليلمو
guido,m,italian,1.82,Guido
guifré,m,catalan,0,جيفري
guilherme,m,portuguese,0,جيلهيرم
guillaume,m,french,15.32,غيلوم
guillem,m,catalan,0,جيليم
guillermo,m,spanish,0.03,غييرمو
guinevere,f,"english, welsh mythology",0,Guinevere
guiomar,"m,f","spanish, portuguese",0,Guiomar
guiscard,m,english,0.06,Guiscard
gül,f,turkish,0,غول
gul,f,iranian,0,جول
gülbahar,f,turkish,0,جولبهار
gulbahar,f,iranian,0,جولبهار
gülistan,f,turkish,0,Gülistan
gulistan,f,iranian,0,جولستان
gull,f,scandinavian,0.16,نورس
gulzar,"m,f","arabic, iranian",0,جولزار
gunda,f,"german, scandinavian",0,جوندا
gundula,f,german,0.03,غوندولا
gunhild,f,scandinavian,0,السلاح
gunhilda,f,scandinavian,0,غونهيلدا
gunilla,f,swedish,0,غونلا
gunnar,m,scandinavian,0.13,Gunnar
gunne,m,scandinavian,0,جون
gunnhild,f,norwegian,0,Gunnhild
gunnvor,f,norwegian,0,Gunnvor
günter,m,german,0,غونتر
gunter,m,german,0,غونتر
günther,m,german,0.06,Günther
gunther,m,german,0.06,غونتر
guntram,m,german,0.03,Guntram
gunvor,f,scandinavian,0,Gunvor
gus (1),m,"english, scottish",0,جوس (1)
gus (2),m,greek,0,جوس (2)
gussie,f,english,0,جوسي
gusta,f,,0,غوستا
gustaf,m,swedish,0.1,غوستاف
gustav,m,scandinavian,0.57,غوستاف
gustave,m,french,6.31,غوستاف
gustavo,m,"italian, spanish, portuguese",0.03,غوستافو
gusztáv,m,hungarian,0,Gusztáv
guðrún,f,icelandic,0,غورين
guto,m,welsh,0,جوتو
gutxi,m,basque,0,gutxi
guy,m,"english, french",5.61,رجل
gwallter,m,welsh,0,Gwallter
gwandoya,m,african,0,غواندويا
gwawr,f,welsh,0,غوور
gwen,f,"welsh, english",0,جوين
gwenaelle,f,french,0,جوينايل
gwenda,f,"welsh, english",0,جويندا
gwendolen,f,"welsh, english",0,جويندولين
gwendoline,f,"welsh, english",0.13,جويندولين
gwendolyn,f,"welsh, english",0,جويندولين
gweneth,f,,0,جوينيث
gwenevere,f,english,0,Gwenevere
gwenfrewi,f,welsh,0,جوينفرري
gwenllian,f,welsh,0,غوينليان
gwenneth,f,,0,جينيث
gwenyth,f,"welsh, english",0,جوينيث
gwil,m,welsh,0,جويل
gwilherm,m,breton,0,جويليرم
gwilim,m,welsh,0,جويليم
gwillym,m,welsh,0,الجويليم
gwilym,m,welsh,0,Gwilym
gwladus,f,welsh,0,Gwladus
gwrtheyrn,m,ancient celtic,0,gwrtheyrn
gwyn,m,welsh,0,جوين
gwynedd,"f,m",welsh,0,Gwynedd
gwyneira,f,welsh,0,جوينايرا
gwyneth,f,welsh,0,جوينيث
gwynfor,m,welsh,0,جوينفور
gwynn,m,welsh,0.19,جوين
gwythyr,m,welsh,0,Gwythyr
gyles,m,english,0,الجيلات
gyneth,f,,0,ثوم
gyöngyi,f,hungarian,0,Gyöngyi
györgy,m,hungarian,0,جيورجي
györgyi,f,hungarian,0,Györgyi
györgyike,f,hungarian,0,Györgyike
gyözö,m,hungarian,0,جيوزو
gypsy,f,english,0,الغجر
gytha,f,english,0,جيثا
gyula,m,hungarian,0,جيولا
